,code,pe_ratio
1911,002630.XSHE,46.26
1912,300474.XSHE,91.65
1913,603579.XSHG,41.24
1914,603616.XSHG,270.8
1915,000856.XSHE,178.58
1916,000739.XSHE,31.97
1917,603817.XSHG,92.64
1918,002329.XSHE,30.07
1919,002726.XSHE,34.37
1920,000969.XSHE,116.43
1921,300366.XSHE,56.72
1922,002695.XSHE,84.06
1923,603660.XSHG,42.54
1924,600391.XSHG,220.98
1925,300008.XSHE,50.74
1926,600651.XSHG,32.3
1927,300527.XSHE,56.04
1928,000797.XSHE,33.17
1929,603508.XSHG,48.59
1930,002507.XSHE,32.62
1931,002245.XSHE,38.26
1932,000900.XSHE,10.08
1933,600609.XSHG,-35.05
1934,600290.XSHG,-142.57
1935,002852.XSHE,43.23
1936,300352.XSHE,109.63
1937,000558.XSHE,499.69
1938,300476.XSHE,37.28
1939,600698.XSHG,873.67
1940,300359.XSHE,106.47
1941,000639.XSHE,59.84
1942,600211.XSHG,38.26
1943,600757.XSHG,15.0
1944,000965.XSHE,22.93
1945,601965.XSHG,25.15
1946,300458.XSHE,87.1
1947,600076.XSHG,23.19
1948,002094.XSHE,45.71
1949,600292.XSHG,79.22
1950,300201.XSHE,90.75
1951,600657.XSHG,10.0
1952,300188.XSHE,48.5
1953,601038.XSHG,46.03
1954,002727.XSHE,26.04
1955,600736.XSHG,27.15
1956,002588.XSHE,20.43
1957,600726.XSHG,-396.51
1958,600075.XSHG,16.8
1959,002277.XSHE,26.87
1960,600993.XSHG,35.16
1961,002093.XSHE,98.37
1962,002451.XSHE,1090.2
1963,600216.XSHG,22.06
1964,000528.XSHE,63.31
1965,300233.XSHE,52.32
1966,300278.XSHE,76.55
1967,002055.XSHE,185.45
1968,002614.XSHE,33.88
1969,002585.XSHE,65.46
1970,603728.XSHG,55.92
1971,002712.XSHE,53.1
1972,300526.XSHE,252.3
1973,300373.XSHE,41.92
1974,600868.XSHG,173.12
1975,600782.XSHG,10.51
1976,300185.XSHE,53.39
1977,603727.XSHG,44.74
1978,002022.XSHE,41.42
1979,002737.XSHE,29.92
1980,603081.XSHG,45.11
1981,002716.XSHE,57.03
1982,000830.XSHE,19.16
1983,600997.XSHG,16.22
1984,000652.XSHE,37.92
1985,603686.XSHG,40.51
1986,000055.XSHE,12.34
1987,300011.XSHE,76.89
1988,603718.XSHG,111.68
1989,002190.XSHE,69.98
1990,000791.XSHE,-175.64
1991,600507.XSHG,10.37
1992,300170.XSHE,37.36
1993,600744.XSHG,-659.71
1994,002335.XSHE,52.58
1995,300191.XSHE,-3409.6699
1996,000815.XSHE,555.61
1997,300232.XSHE,47.19
1998,600850.XSHG,32.14
1999,600619.XSHG,44.71
2000,601558.XSHG,-3.08
2001,002497.XSHE,64.53
2002,002279.XSHE,40.27
2003,300065.XSHE,102.35
2004,300533.XSHE,66.19
2005,300495.XSHE,50.16
2006,000882.XSHE,86.7
2007,600876.XSHG,765.36
2008,002301.XSHE,74.41
2009,600295.XSHG,32.73
2010,002237.XSHE,39.36
2011,002267.XSHE,24.24
2012,002312.XSHE,-7.07
2013,300288.XSHE,30.23
2014,002117.XSHE,43.8
2015,002396.XSHE,30.25
2016,000612.XSHE,58.93
2017,000603.XSHE,48.52
2018,000816.XSHE,-66.26
2019,002145.XSHE,38.03
2020,603111.XSHG,40.78
2021,603338.XSHG,44.54
2022,300157.XSHE,105.31
2023,600200.XSHG,89.03
2024,600711.XSHG,34.38
2025,300393.XSHE,47.23
2026,300216.XSHE,45.45
2027,002367.XSHE,21.06
2028,600650.XSHG,36.48
2029,600965.XSHG,56.67
2030,600580.XSHG,44.19
2031,000885.XSHE,111.89
2032,002317.XSHE,22.16
2033,002436.XSHE,45.62
2034,300202.XSHE,30.32
2035,002256.XSHE,79.36
2036,300043.XSHE,27.08
2037,600410.XSHG,447.35
2038,300078.XSHE,49.32
2039,600366.XSHG,38.69
2040,600641.XSHG,12.53
2041,300252.XSHE,48.47
2042,600096.XSHG,-3.27
2043,600770.XSHG,221.52
2044,600812.XSHG,178.4
2045,600458.XSHG,49.55
2046,300273.XSHE,122.3
2047,600577.XSHG,39.61
2048,002677.XSHE,44.89
2049,603098.XSHG,46.61
2050,002631.XSHE,49.08
2051,600246.XSHG,53.4
2052,002479.XSHE,34.39
2053,600557.XSHG,25.64
2054,600760.XSHG,224.26
2055,002047.XSHE,27.89
2056,002663.XSHE,94.42
2057,600638.XSHG,95.11
2058,002156.XSHE,52.46
2059,601100.XSHG,77.51
2060,002011.XSHE,105.89
2061,300339.XSHE,30.98
2062,300377.XSHE,72.73
2063,603003.XSHG,252.06
2064,002462.XSHE,40.77
2065,002322.XSHE,51.69
2066,600261.XSHG,20.94
2067,300334.XSHE,206.55
2068,300020.XSHE,65.64
2069,600169.XSHG,-5.8
2070,600035.XSHG,23.06
2071,603869.XSHG,56.2
2072,002307.XSHE,243.64
2073,300075.XSHE,73.59
2074,603188.XSHG,14.46
2075,000863.XSHE,26.31
2076,600480.XSHG,39.91
2077,300369.XSHE,49.65
2078,601908.XSHG,62.31
2079,300625.XSHE,39.2
2080,300183.XSHE,28.64
2081,600733.XSHG,-321.13
2082,002721.XSHE,55.92
2083,000525.XSHE,38.72
2084,000848.XSHE,24.58
2085,002266.XSHE,127.69
2086,002616.XSHE,64.02
2087,600559.XSHG,81.73
2088,000036.XSHE,4.94
2089,603368.XSHG,29.22
2090,000058.XSHE,208.42
2091,002609.XSHE,53.99
2092,002747.XSHE,129.85
2093,002123.XSHE,44.44
2094,300618.XSHE,89.56
2095,600067.XSHG,16.26
2096,600629.XSHG,37.97
2097,002427.XSHE,53.0
2098,600184.XSHG,335.02
2099,002464.XSHE,44.47
2100,603920.XSHG,37.87
2101,000893.XSHE,824.82
2102,002675.XSHE,69.18
2103,603258.XSHG,43.18
2104,603126.XSHG,79.65
2105,300332.XSHE,256.03
2106,600217.XSHG,54.07
2107,603501.XSHG,67.69
2108,603698.XSHG,52.76
2109,000892.XSHE,40.78
2110,600764.XSHG,273.61
2111,601116.XSHG,92.49
2112,000829.XSHE,45.96
2113,002519.XSHE,36.3
2114,002269.XSHE,739.82
2115,002664.XSHE,42.35
2116,600743.XSHG,12.95
2117,002657.XSHE,54.09
2118,002036.XSHE,47.93
2119,600503.XSHG,49.55
2120,600602.XSHG,38.22
2121,600536.XSHG,177.36
2122,000543.XSHE,20.35
2123,002756.XSHE,38.63
2124,601777.XSHG,370.35
2125,603010.XSHG,66.37
2126,600729.XSHG,22.15
2127,600551.XSHG,25.34
2128,002586.XSHE,116.98
2129,000626.XSHE,32.0
2130,600679.XSHG,178.68
2131,002042.XSHE,19.0
2132,002622.XSHE,568.35
2133,300100.XSHE,30.58
2134,002651.XSHE,98.1
2135,601882.XSHG,160.32
2136,000038.XSHE,35.53
2137,300061.XSHE,67.41
2138,600634.XSHG,51.85
2139,000889.XSHE,47.8
2140,603108.XSHG,77.68
2141,603898.XSHG,39.4
2142,600563.XSHG,26.9
2143,600750.XSHG,27.31
2144,000048.XSHE,-521.05
2145,601566.XSHG,23.03
2146,002619.XSHE,43.4
2147,000796.XSHE,47.6
2148,002275.XSHE,26.29
2149,600775.XSHG,113.75
2150,000560.XSHE,135.64
2151,000930.XSHE,45.23
2152,002276.XSHE,66.99
2153,601900.XSHG,24.81
2154,600590.XSHG,80.23
2155,600894.XSHG,9.95
2156,002251.XSHE,65.75
2157,603939.XSHG,43.57
2158,000592.XSHE,1666.8
2159,600033.XSHG,14.71
2160,000631.XSHE,27.4
2161,002707.XSHE,46.14
2162,300496.XSHE,92.42
2163,300054.XSHE,38.83
2164,601369.XSHG,54.18
2165,300426.XSHE,58.8
2166,601918.XSHG,23.71
2167,000683.XSHE,-27.97
2168,600227.XSHG,-27.78
2169,000852.XSHE,-12.56
2170,300518.XSHE,104.78
2171,000719.XSHE,15.86
2172,002418.XSHE,57.3
2173,000710.XSHE,-1452.53
2174,002383.XSHE,89.77
2175,600331.XSHG,46.63
2176,300364.XSHE,261.21
2177,600658.XSHG,24.58
2178,002157.XSHE,11.29
2179,300137.XSHE,97.74
2180,603058.XSHG,109.42
2181,000030.XSHE,14.41
2182,300284.XSHE,28.05
2183,600132.XSHG,52.43
2184,002617.XSHE,97.48
2185,000767.XSHE,268.62
2186,300212.XSHE,72.68
2187,002342.XSHE,453.41
2188,000673.XSHE,59.94
2189,600517.XSHG,24.54
2190,002344.XSHE,21.7
2191,600293.XSHG,44.09
2192,300009.XSHE,51.4
2193,600429.XSHG,128.57
2194,600708.XSHG,10.64
2195,002308.XSHE,57.75
2196,002648.XSHE,18.0
2197,600432.XSHG,-5.02
2198,600020.XSHG,10.41
2199,002025.XSHE,39.71
2200,600323.XSHG,20.25
2201,002158.XSHE,64.79
2202,000516.XSHE,50.58
2203,002416.XSHE,49.65
2204,600765.XSHG,44.19
2205,002445.XSHE,44.01
2206,603969.XSHG,63.45
2207,600694.XSHG,14.71
2208,601858.XSHG,35.15
2209,000016.XSHE,95.69
2210,002543.XSHE,24.12
2211,600486.XSHG,22.93
2212,600779.XSHG,45.57
2213,002043.XSHE,38.03
2214,002717.XSHE,38.89
2215,002676.XSHE,335.46
2216,002752.XSHE,62.26
2217,002102.XSHE,45.56
2218,600499.XSHG,31.84
2219,000967.XSHE,41.64
2220,002610.XSHE,77.04
2221,600851.XSHG,120.87
2222,000726.XSHE,13.48
2223,600481.XSHG,97.64
2224,000802.XSHE,19.86
2225,600343.XSHG,368.48
2226,600267.XSHG,-117.61
2227,002658.XSHE,56.62
2228,000011.XSHE,16.85
2229,002099.XSHE,53.03
2230,000860.XSHE,26.03
2231,002678.XSHE,70.77
2232,603997.XSHG,42.0
2233,000711.XSHE,-829.47
2234,300271.XSHE,39.45
2235,600069.XSHG,-28.83
2236,601929.XSHG,34.23
2237,002597.XSHE,18.23
2238,601595.XSHG,50.84
2239,601500.XSHG,61.93
2240,300310.XSHE,62.14
2241,300343.XSHE,52.77
2242,601636.XSHG,10.67
2243,601005.XSHG,-2.61
2244,002233.XSHE,19.86
2245,600125.XSHG,40.53
2246,002371.XSHE,111.5
2247,300601.XSHE,214.93
2248,002662.XSHE,17.32
2249,000901.XSHE,107.3
2250,601003.XSHG,29.39
2251,000029.XSHE,35.87
2252,600151.XSHG,374.67
2253,002440.XSHE,14.85
2254,000681.XSHE,51.84
2255,603588.XSHG,65.98
2256,000697.XSHE,-226.37
2257,600395.XSHG,20.05
2258,600403.XSHG,-8.48
2259,002048.XSHE,14.27
2260,002155.XSHE,52.48
2261,603803.XSHG,44.75
2262,000831.XSHE,269.34
2263,002414.XSHE,136.13
2264,601666.XSHG,10.72
2265,002419.XSHE,20.31
2266,300285.XSHE,71.75
2267,300032.XSHE,169.35
2268,600064.XSHG,15.1
2269,600758.XSHG,22.11
2270,002421.XSHE,40.58
2271,000150.XSHE,-67.39
2272,002056.XSHE,28.2
2273,601799.XSHG,30.81
2274,600165.XSHG,-67.71
2275,000926.XSHE,19.23
2276,600335.XSHG,19.52
2277,000025.XSHE,452.45
2278,300323.XSHE,31.94
2279,000902.XSHE,20.28
2280,002368.XSHE,38.29
2281,600693.XSHG,106.68
2282,603989.XSHG,40.53
2283,000049.XSHE,40.63
2284,600057.XSHG,23.83
2285,600797.XSHG,43.21
2286,600006.XSHG,69.23
2287,002041.XSHE,31.67
2288,000877.XSHE,74.49
2289,600859.XSHG,20.2
2290,300208.XSHE,40.84
2291,002413.XSHE,106.16
2292,603883.XSHG,35.35
2293,002759.XSHE,82.96
2294,002705.XSHE,26.0
2295,300064.XSHE,72.73
2296,002326.XSHE,29.21
2297,000042.XSHE,48.79
2298,603118.XSHG,33.39
2299,000875.XSHE,-260.17
2300,600618.XSHG,-42.31
2301,002247.XSHE,26.67
2302,000810.XSHE,32.08
2303,000006.XSHE,14.2
2304,600621.XSHG,262.62
2305,601020.XSHG,55.37
2306,603699.XSHG,57.91
2307,601515.XSHG,20.92
2308,600316.XSHG,1350.21
2309,600158.XSHG,199.36
2310,000928.XSHE,23.27
2311,603626.XSHG,63.87
2312,600259.XSHG,127.55
2313,000541.XSHE,11.02
2314,000933.XSHE,56.04
2315,002544.XSHE,111.1
2316,600963.XSHG,313.02
2317,600162.XSHG,17.59
2318,000021.XSHE,66.49
2319,002346.XSHE,444.88
2320,600728.XSHG,90.83
2321,300010.XSHE,41.14
2322,600478.XSHG,-57.33
2323,300085.XSHE,147.33
2324,000828.XSHE,14.07
2325,000910.XSHE,21.81
2326,002684.XSHE,127.15
2327,600116.XSHG,51.7
2328,002191.XSHE,23.75
2329,600273.XSHG,15.28
2330,002709.XSHE,31.04
2331,601311.XSHG,23.53
2332,002303.XSHE,50.49
2333,600594.XSHG,30.05
2334,600269.XSHG,9.43
2335,000958.XSHE,68.39
2336,603678.XSHG,61.46
2337,000501.XSHE,11.88
2338,300309.XSHE,-29.73
2339,600172.XSHG,32.07
2340,002531.XSHE,29.19
2341,300083.XSHE,48.61
2342,002375.XSHE,42.32
2343,601222.XSHG,24.24
2344,600416.XSHG,126.45
2345,600710.XSHG,42.51
2346,002122.XSHE,-49.45
2347,300180.XSHE,109.52
2348,000988.XSHE,51.09
2349,603169.XSHG,-425.59
2350,002343.XSHE,41.14
2351,002547.XSHE,83.27
2352,600039.XSHG,11.99
2353,002850.XSHE,52.34
2354,600841.XSHG,120.44
2355,600745.XSHG,68.48
2356,002498.XSHE,28.42
2357,002175.XSHE,137.6
2358,002638.XSHE,-29.77
2359,600617.XSHG,44.15
2360,600400.XSHG,76.3
2361,000090.XSHE,18.85
2362,002121.XSHE,40.1
2363,000932.XSHE,183.49
2364,603881.XSHG,149.3
2365,000717.XSHE,24.89
2366,300317.XSHE,34.09
2367,600491.XSHG,31.25
2368,600675.XSHG,16.61
2369,002028.XSHE,39.1
2370,002711.XSHE,57.08
2371,600986.XSHG,25.0
2372,600856.XSHG,23.87
2373,300269.XSHE,29.94
2374,600282.XSHG,14.09
2375,000806.XSHE,1021.74
2376,603025.XSHG,51.35
2377,000065.XSHE,26.13
2378,002647.XSHE,100.8
2379,002461.XSHE,109.52
2380,002250.XSHE,52.68
2381,600801.XSHG,18.52
2382,000687.XSHE,99.26
2383,300118.XSHE,30.7
2384,300090.XSHE,106.35
2385,300432.XSHE,48.72
2386,002261.XSHE,59.65
2387,600562.XSHG,55.63
2388,002482.XSHE,30.78
2389,300038.XSHE,117.51
2390,600845.XSHG,37.32
2391,601366.XSHG,34.28
2392,300166.XSHE,37.27
2393,300347.XSHE,89.06
2394,300203.XSHE,31.48
2395,600611.XSHG,19.67
2396,600090.XSHG,24.59
2397,300253.XSHE,24.58
2398,002694.XSHE,385.01
2399,600828.XSHG,21.84
2400,000727.XSHE,-63.55
2401,601886.XSHG,36.32
2402,002636.XSHE,28.49
2403,000544.XSHE,43.44
2404,002035.XSHE,36.42
2405,000918.XSHE,46.87
2406,600185.XSHG,18.39
2407,300316.XSHE,54.53
2408,600329.XSHG,29.87
2409,000155.XSHE,14.05
2410,002203.XSHE,21.08
2411,002239.XSHE,29.11
2412,300482.XSHE,84.77
2413,600072.XSHG,-308.84
2414,600604.XSHG,113.4
2415,000056.XSHE,90.15
2416,002699.XSHE,63.18
2417,300287.XSHE,36.54
2418,600017.XSHG,64.39
2419,603806.XSHG,16.66
2420,600180.XSHG,20.02
2421,000976.XSHE,310.75
2422,600240.XSHG,11.39
2423,300148.XSHE,45.17
2424,600122.XSHG,26.56
2425,600622.XSHG,39.51
2426,300237.XSHE,27.46
2427,002668.XSHE,43.44
2428,600872.XSHG,32.13
2429,600640.XSHG,331.7
2430,002314.XSHE,76.7
2431,002262.XSHE,40.86
2432,000031.XSHE,19.51
2433,600120.XSHG,17.82
2434,002407.XSHE,30.6
2435,300014.XSHE,49.68
2436,000690.XSHE,24.76
2437,300297.XSHE,37.26
2438,600771.XSHG,96.56
2439,600783.XSHG,38.54
2440,600428.XSHG,222.84
2441,600748.XSHG,22.08
2442,600198.XSHG,-7.67
2443,002176.XSHE,65.42
2444,600054.XSHG,39.53
2445,002600.XSHE,47.41
2446,603421.XSHG,35.25
2447,601717.XSHG,115.68
2448,600701.XSHG,98.08
2449,600380.XSHG,27.96
2450,600058.XSHG,-109.73
2451,300068.XSHE,40.52
2452,002030.XSHE,127.13
2453,300098.XSHE,42.15
2454,600996.XSHG,41.33
2455,300274.XSHE,24.28
2456,600568.XSHG,41.75
2457,300199.XSHE,43.83
2458,002545.XSHE,97.39
2459,600565.XSHG,17.47
2460,000712.XSHE,37.79
2461,300529.XSHE,63.95
2462,002501.XSHE,24.68
2463,002185.XSHE,32.21
2464,603555.XSHG,47.01
2465,002690.XSHE,44.24
2466,600862.XSHG,92.37
2467,000968.XSHE,31.1
2468,000018.XSHE,28.0
2469,002281.XSHE,45.2
2470,600664.XSHG,18.89
2471,002080.XSHE,30.08
2472,600477.XSHG,26.16
2473,300026.XSHE,20.93
2474,002168.XSHE,159.49
2475,002570.XSHE,-16.81
2476,000662.XSHE,34.11
2477,000615.XSHE,165.32
2478,600881.XSHG,122.97
2479,300616.XSHE,52.23
2480,600252.XSHG,28.39
2481,000666.XSHE,18.45
2482,002815.XSHE,36.51
2483,000758.XSHE,43.8
2484,002489.XSHE,106.13
2485,002389.XSHE,119.51
2486,300463.XSHE,43.68
2487,002242.XSHE,20.22
2488,002113.XSHE,242.3
2489,002138.XSHE,40.76
2490,601567.XSHG,17.26
2491,000975.XSHE,65.28
2492,603877.XSHG,33.51
2493,600777.XSHG,-96.8
2494,603567.XSHG,25.52
2495,600086.XSHG,53.13
2496,000620.XSHE,27.27
2497,600755.XSHG,13.11
2498,600803.XSHG,21.9
2499,002273.XSHE,51.6
2500,002151.XSHE,215.88
2501,000766.XSHE,64.69
2502,600093.XSHG,20.57
2503,600597.XSHG,22.82
2504,601107.XSHG,14.69
2505,600978.XSHG,19.62
2506,000426.XSHE,77.34
2507,002643.XSHE,44.45
2508,000547.XSHE,57.01
2509,600138.XSHG,29.8
2510,002128.XSHE,11.5
2511,603298.XSHG,35.77
2512,600936.XSHG,59.08
2513,600681.XSHG,25.69
2514,002477.XSHE,16.94
2515,600490.XSHG,140.08
2516,002581.XSHE,35.74
2517,000970.XSHE,45.58
2518,603568.XSHG,40.72
2519,000517.XSHE,30.16
2520,600348.XSHG,17.72
2521,000061.XSHE,167.35
2522,603328.XSHG,25.46
2523,603569.XSHG,45.11
2524,300207.XSHE,31.47
2525,002390.XSHE,59.21
2526,600260.XSHG,67.73
2527,002537.XSHE,51.57
2528,603198.XSHG,21.16
2529,603000.XSHG,689.32
2530,002249.XSHE,31.39
2531,600053.XSHG,23.33
2532,600143.XSHG,24.76
2533,002299.XSHE,23.95
2534,002672.XSHE,27.67
2535,000676.XSHE,34.48
2536,000761.XSHE,14.74
2537,603899.XSHG,30.0
2538,002611.XSHE,168.98
2539,600175.XSHG,55.56
2540,603369.XSHG,18.51
2541,603517.XSHG,37.47
2542,600446.XSHG,85.54
2543,002285.XSHE,19.83
2544,603377.XSHG,59.38
2545,600110.XSHG,291.04
2546,002653.XSHE,34.12
2547,600388.XSHG,23.13
2548,300294.XSHE,51.66
2549,600759.XSHG,285.11
2550,002437.XSHE,23.13
2551,002665.XSHE,145.8
2552,000587.XSHE,15.73
2553,600270.XSHG,15.04
2554,300355.XSHE,42.18
2555,603766.XSHG,17.42
2556,002108.XSHE,30.11
2557,300055.XSHE,53.51
2558,002091.XSHE,25.74
2559,600869.XSHG,74.25
2560,002522.XSHE,154.07
2561,600667.XSHG,69.75
2562,000563.XSHE,32.32
2563,601233.XSHG,12.17
2564,000078.XSHE,33.57
2565,000685.XSHE,15.78
2566,002429.XSHE,38.34
2567,002444.XSHE,25.49
2568,002004.XSHE,29.37
2569,600226.XSHG,61.17
2570,002358.XSHE,46.1
2571,000022.XSHE,28.97
2572,002642.XSHE,66.95
2573,000979.XSHE,100.71
2574,000034.XSHE,32.31
2575,600567.XSHG,22.09
2576,000989.XSHE,24.62
2577,002439.XSHE,61.03
2578,600839.XSHG,43.36
2579,000059.XSHE,9.0
2580,002268.XSHE,166.96
2581,002018.XSHE,37.12
2582,002701.XSHE,16.04
2583,603866.XSHG,38.21
2584,000536.XSHE,41.56
2585,002821.XSHE,60.3
2586,002287.XSHE,55.22
2587,002680.XSHE,35.72
2588,300291.XSHE,40.42
2589,600655.XSHG,25.38
2590,600884.XSHG,44.02
2591,300168.XSHE,68.53
2592,002568.XSHE,-258.95
2593,600917.XSHG,43.91
2594,600483.XSHG,15.3
2595,300058.XSHE,26.7
2596,600426.XSHG,16.91
2597,002431.XSHE,112.69
2598,603218.XSHG,48.93
2599,002491.XSHE,30.32
2600,300002.XSHE,32.12
2601,601016.XSHG,75.64
2602,300146.XSHE,27.67
2603,002512.XSHE,125.33
2604,002530.XSHE,222.28
2605,600409.XSHG,14.39
2606,600635.XSHG,31.02
2607,300244.XSHE,59.15
2608,000982.XSHE,-14.77
2609,002681.XSHE,43.86
2610,002019.XSHE,21.54
2611,300001.XSHE,64.43
2612,601168.XSHG,69.52
2613,000555.XSHE,67.03
2614,000598.XSHE,19.59
2615,603658.XSHG,45.91
2616,000878.XSHE,46.92
2617,000009.XSHE,70.64
2618,000917.XSHE,54.61
2619,002078.XSHE,12.35
2620,601069.XSHG,116.63
2621,002595.XSHE,22.95
2622,600146.XSHG,440.52
2623,002372.XSHE,24.63
2624,000960.XSHE,57.01
2625,000550.XSHE,14.92
2626,000582.XSHE,36.76
2627,600981.XSHG,23.12
2628,300257.XSHE,170.63
2629,000800.XSHE,-46.12
2630,000400.XSHE,19.3
2631,600511.XSHG,30.12
2632,002867.XSHE,38.13
2633,601127.XSHG,28.62
2634,600392.XSHG,1176.86
2635,300367.XSHE,48.39
2636,300450.XSHE,51.57
2637,600550.XSHG,143.89
2638,600325.XSHG,11.63
2639,600307.XSHG,30.08
2640,600516.XSHG,132.57
2641,600970.XSHG,32.38
2642,603556.XSHG,31.81
2643,002212.XSHE,628.95
2644,600572.XSHG,36.38
2645,002210.XSHE,11.32
2646,600575.XSHG,37.74
2647,600183.XSHG,19.84
2648,600525.XSHG,30.15
2649,600584.XSHG,150.66
2650,002353.XSHE,204.12
2651,600258.XSHG,73.7
2652,000935.XSHE,180.42
2653,000813.XSHE,25.4
2654,000040.XSHE,97.15
2655,600466.XSHG,15.87
2656,600179.XSHG,37.73
2657,000429.XSHE,16.12
2658,300459.XSHE,60.8
2659,600167.XSHG,21.32
2660,603888.XSHG,62.93
2661,600126.XSHG,21.61
2662,002110.XSHE,13.75
2663,002408.XSHE,26.89
2664,002373.XSHE,52.03
2665,002302.XSHE,80.46
2666,600787.XSHG,31.33
2667,002183.XSHE,32.92
2668,002038.XSHE,41.56
2669,600863.XSHG,109.66
2670,300222.XSHE,61.66
2671,600864.XSHG,47.96
2672,300134.XSHE,227.9
2673,000566.XSHE,104.77
2674,600673.XSHG,131.0
2675,002818.XSHE,31.82
2676,603019.XSHG,85.11
2677,300088.XSHE,44.49
2678,000089.XSHE,31.88
2679,600060.XSHG,12.25
2680,000591.XSHE,26.24
2681,600811.XSHG,29.73
2682,000729.XSHE,57.68
2683,002745.XSHE,33.12
2684,600823.XSHG,8.68
2685,000977.XSHE,77.2
2686,002002.XSHE,18.2
2687,600582.XSHG,20.02
2688,002400.XSHE,31.51
2689,300133.XSHE,36.65
2690,000718.XSHE,16.98
2691,600062.XSHG,24.19
2692,002221.XSHE,30.16
2693,300142.XSHE,223.37
2694,002366.XSHE,42.14
2695,002410.XSHE,43.02
2696,600548.XSHG,14.79
2697,000519.XSHE,161.55
2698,002049.XSHE,57.35
2699,000807.XSHE,69.57
2700,601139.XSHG,23.97
2701,600418.XSHG,16.25
2702,002127.XSHE,60.56
2703,603323.XSHG,28.3
2704,000088.XSHE,52.84
2705,603444.XSHG,27.15
2706,300383.XSHE,52.26
2707,000921.XSHE,15.77
2708,603228.XSHG,32.38
2709,002635.XSHE,48.49
2710,000012.XSHE,24.86
2711,600737.XSHG,26.25
2712,600166.XSHG,32.79
2713,600687.XSHG,47.83
2714,600312.XSHG,15.62
2715,600291.XSHG,9.1
2716,600094.XSHG,19.71
2717,600598.XSHG,21.5
2718,002505.XSHE,158.59
2719,600298.XSHG,30.41
2720,600639.XSHG,27.13
2721,603986.XSHG,92.8
2722,000661.XSHE,38.62
2723,601952.XSHG,36.86
2724,002152.XSHE,21.03
2725,600873.XSHG,16.86
2726,600420.XSHG,36.75
2727,601200.XSHG,38.43
2728,600751.XSHG,67.83
2729,300113.XSHE,35.13
2730,000990.XSHE,59.1
2731,000881.XSHE,65.25
2732,600648.XSHG,25.07
2733,002001.XSHE,15.46
2734,600315.XSHG,100.5
2735,603113.XSHG,31.36
2736,600004.XSHG,13.65
2737,002434.XSHE,41.52
2738,002195.XSHE,26.56
2739,000939.XSHE,57.99
2740,600614.XSHG,162.57
2741,600848.XSHG,43.81
2742,000732.XSHE,12.38
2743,002292.XSHE,43.15
2744,600885.XSHG,32.63
2745,600718.XSHG,10.81
2746,600346.XSHG,14.98
2747,000997.XSHE,34.01
2748,002603.XSHE,34.66
2749,603077.XSHG,46.02
2750,603603.XSHG,120.17
2751,300145.XSHE,35.75
2752,603515.XSHG,38.48
2753,601811.XSHG,30.59
2754,601106.XSHG,-3.75
2755,600500.XSHG,87.72
2756,600835.XSHG,13.83
2757,000158.XSHE,55.78
2758,600521.XSHG,39.16
2759,600037.XSHG,28.36
2760,002131.XSHE,34.8
2761,600435.XSHG,494.38
2762,600201.XSHG,28.57
2763,601689.XSHG,31.1
2764,000008.XSHE,39.79
2765,300376.XSHE,41.74
2766,002354.XSHE,30.7
2767,002340.XSHE,69.22
2768,002244.XSHE,14.35
2769,603589.XSHG,24.71
2770,600098.XSHG,38.9
2771,002670.XSHE,39.52
2772,600007.XSHG,31.12
2773,300197.XSHE,39.85
2774,600879.XSHG,41.74
2775,000793.XSHE,29.11
2776,601699.XSHG,15.65
2777,300324.XSHE,48.63
2778,603355.XSHG,39.68
2779,002573.XSHE,28.29
2780,002147.XSHE,13.8
2781,600666.XSHG,44.31
2782,600012.XSHG,21.96
2783,600277.XSHG,69.96
2784,002384.XSHE,145.59
2785,000703.XSHE,19.03
2786,600643.XSHG,33.97
2787,000156.XSHE,35.64
2788,002506.XSHE,-84.7
2789,002503.XSHE,50.67
2790,603816.XSHG,34.77
2791,000060.XSHE,36.45
2792,600338.XSHG,26.06
2793,601258.XSHG,47.12
2794,600256.XSHG,104.43
2795,601118.XSHG,134.67
2796,002129.XSHE,54.23
2797,601969.XSHG,-123.45
2798,600317.XSHG,39.59
2799,600022.XSHG,118.85
2800,000937.XSHE,41.75
2801,000488.XSHE,9.3
2802,002223.XSHE,40.53
2803,600875.XSHG,-13.47
2804,601588.XSHG,30.89
2805,002051.XSHE,16.83
2806,600967.XSHG,43.81
2807,601958.XSHG,158.47
2808,601163.XSHG,27.08
2809,600939.XSHG,75.55
2810,002470.XSHE,21.7
2811,600623.XSHG,42.89
2812,600612.XSHG,19.82
2813,600654.XSHG,124.83
2814,002153.XSHE,56.82
2815,600266.XSHG,16.3
2816,000686.XSHE,20.22
2817,000503.XSHE,1435.05
2818,002509.XSHE,54.61
2819,002422.XSHE,39.47
2820,000581.XSHE,11.75
2821,000869.XSHE,23.51
2822,002405.XSHE,129.7
2823,600438.XSHG,19.55
2824,000738.XSHE,105.77
2825,002179.XSHE,30.05
2826,600549.XSHG,87.74
2827,002517.XSHE,28.85
2828,000750.XSHE,25.11
2829,002424.XSHE,44.92
2830,300116.XSHE,33.6
2831,000671.XSHE,17.34
2832,300558.XSHE,67.13
2833,002563.XSHE,15.96
2834,600717.XSHG,18.23
2835,002359.XSHE,-381.83
2836,603225.XSHG,26.13
2837,603868.XSHG,34.44
2838,002465.XSHE,44.26
